"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","html 1"
"https://likhumunramechhap.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","लिखुतामाकोशी गाउँपालिका | रामेछाप जिल्ला, बागमती प्रदेश","55","753","","0","0","","0","श्री गोविन्द ब. खड्का","21","श्री दिपशिखा न्यौपाने (दाहाल)","29","Search form","11","सूचना","5","","","","https://likhumunramechhap.gov.np/","","","","","","68533","529","5.008","0","","10","1","0.130","105","67","13","13","","","","","380fa9341c258a56bf7c290fb827e9df","4.866","","","","","HTTP/1.1","https://likhumunramechhap.gov.np/",""
"https://netrawatimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","नेत्रावती डबजोङ गाँउपालिका | बागमती प्रदेश,धादिङ, सेमजाेङ","57","774","","0","0","","0","श्री दुर्ग कुमार शाक्य","22","श्री उर्मिला तामाङ गुरुङ","24","Search form","11","Search form","11","","","","https://netrawatimun.gov.np/","","","","","","151311","1940","9.325","0","","15","2","0.270","194","126","27","27","","","","","395738b345541843ecb0ca6b55355ea8","5.136","","","","","HTTP/1.1","https://netrawatimun.gov.np/",""
"https://netrawatimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qrr7mp","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.347","","","","","HTTP/1.1","https://netrawatimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qrr7mp",""
"https://netrawatimun.gov.np/sites/netrawatimun.gov.np/files/IMG_5408.jpg","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","260","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.335","","","","","HTTP/1.1","https://netrawatimun.gov.np/sites/netrawatimun.gov.np/files/IMG_5408.jpg",""
"https://bhanumun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","भानु नगरपालिका,नगरकार्यपालिकाको कार्यालय,गण्डकी प्रदेश,तनहुँ,नेपाल | ""साहित्य,पर्यटन र कृषि क्षेत्र हाम्रो,पारौ समृद्ध र समुन्नत भानु राम्रो""","141","1910","","0","0","","0","","0","","0","Search form","11","Search form","11","","","","","","","","","","110889","1267","8.735","0","","9","1","0.130","141","87","13","13","","","","","7b1c1ba887e03f7bafc37a9813a2071e","4.489","Sun, 18 Apr 2021 13:30:06 GMT","","","","HTTP/1.1","https://bhanumun.gov.np/",""
"https://sanfebagarmun.gov.np/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","संक्षिप्त परिचय | साँफेबगर नगरपालिका","36","495","","0","0","","0","","0","","0","Search form","11","Search form","11","","","","https://sanfebagarmun.gov.np/ne/node/3","","","","","","138065","1227","6.573","0","","15","1","0.130","168","108","30","30","","","","","705d618718e8e02ad1444ba9748a33f","4.485","Sun, 18 Apr 2021 22:18:10 GMT","","","","HTTP/1.1","https://sanfebagarmun.gov.np/",""
"https://rohinimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","रोहिणी गाउँपालिका गाउँ कार्यपालिकाको कार्यालय | धकधई, रुपन्देही प्रदेश नं -५","76","1024","","0","0","","0","सनोजकुमार यादव","14","श्री शिवकान्ति चमार","19","Search form","11","Search form","11","","","","https://rohinimun.gov.np/","","","","","","180075","2528","10.001","0","","17","1","0.130","244","137","33","29","","","","","69764cc6b76d065c21d8f2f8fc4c519d","6.000","","","","","HTTP/1.1","https://rohinimun.gov.np/",""
"https://rohinimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qrqzmf","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.367","","","","","HTTP/1.1","https://rohinimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qrqzmf",""
"https://makawanpurgadhimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","मकवानपुरगढी गाँउपालिका | वागमति प्रदेश,नेपाल","44","606","","0","0","","0","रामकुमार पुडासैनि","17","रामकृष्ण श्रेष्ठ","16","सुचना अधिकारीको ईमेलको प्रयोग सुचारु सम्बन्धी सुचना ।।","54","बेरोजगार दर्ताको लागि दिने निवेदनको ढँचा ।","42","","","","https://makawanpurgadhimun.gov.np/","","","","","","141772","1585","7.979","0","","15","1","0.130","172","98","8","8","","","","","1b537c84c39759c1496d88dbe6a6b510","2.236","","","","","HTTP/1.1","https://makawanpurgadhimun.gov.np/",""
"https://makawanpurgadhimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qqishm","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.375","","","","","HTTP/1.1","https://makawanpurgadhimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qqishm",""
"https://makawanpurgadhimun.gov.np/sites/makawanpurgadhimun.gov.np/files/styles/slickstyle/public?itok=ue1jd8-y","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","410","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.313","","https://makawanpurgadhimun.gov.np/sites/makawanpurgadhimun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y","HTTP Redirect","","HTTP/1.1","https://makawanpurgadhimun.gov.np/sites/makawanpurgadhimun.gov.np/files/styles/slickstyle/public?itok=ue1jd8-y",""
"https://makawanpurgadhimun.gov.np/sites/makawanpurgadhimun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","10769","0","0.000","1","","1","1","0.130","0","0","0","0","","","","","","0.822","","","","","HTTP/1.1","https://makawanpurgadhimun.gov.np/sites/makawanpurgadhimun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y",""
"https://bhageshwormun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","भागेश्वोर गाउँपालिका गाउँ कार्यपालिकाको कार्यालय | सुदुरपश्चिम प्रदेश ,नेपाल","76","1050","","0","0","","0","हर्ष बहादुर रोका","16","भुवन राज पाण्डेय","16","Search form","11","Search form","11","","","","https://bhageshwormun.gov.np/","","","","","","135148","1653","8.990","0","","17","1","0.130","156","95","18","18","","","","","ead317d8652167f364e69cf52462297d","2.147","","","","","HTTP/1.1","https://bhageshwormun.gov.np/",""
"https://bhageshwormun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qcj3gs","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.348","","","","","HTTP/1.1","https://bhageshwormun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qcj3gs",""
"https://shahidnagarmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","शहीदनगर नगरपालिका नगर कार्यपालिकाको कार्यालय, यदुकहा | प्रदेश नं - २, धनुषा नेपाल","81","1072","","0","0","","0","","0","","0","Search form","11","Search form","11","","","","https://shahidnagarmun.gov.np/","","","","","","120400","841","5.595","0","","8","1","0.130","151","102","15","15","","","","","84cb22bc5d732acca090ee58d819248d","2.298","","","","","HTTP/1.1","https://shahidnagarmun.gov.np/",""
"https://shahidnagarmun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qphcfw","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.343","","","","","HTTP/1.1","https://shahidnagarmun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qphcfw",""
"https://shahidnagarmun.gov.np/sites/shahidnagarmun.gov.np/files/styles/slickstyle/public?itok=ue1jd8-y","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","398","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.309","","https://shahidnagarmun.gov.np/sites/shahidnagarmun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y","HTTP Redirect","","HTTP/1.1","https://shahidnagarmun.gov.np/sites/shahidnagarmun.gov.np/files/styles/slickstyle/public?itok=ue1jd8-y",""
"https://shahidnagarmun.gov.np/sites/shahidnagarmun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","7536","0","0.000","1","","1","1","0.130","0","0","0","0","","","","","","0.561","","","","","HTTP/1.1","https://shahidnagarmun.gov.np/sites/shahidnagarmun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y",""
"https://jaleshwormun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","जलेश्वर नगरपालिका | "" पबित्र ,सुन्दर,हरित ,समृद्ध जलेश्वर ""","59","761","","0","0","","0","","0","","0","Search form","11","Search form","11","","","","","","","","","","85922","609","5.799","0","","3","1","0.130","122","75","29","29","","","","","6fda5b647da2039862b224fc2ac94797","1.686","Sun, 18 Apr 2021 18:32:57 GMT","","","","HTTP/1.1","https://jaleshwormun.gov.np/",""
"https://himamun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","हिमा गाउँपालिकाकाे कार्यालय कालिकाखेतु, जुम्ला | कर्णाली प्रदेश ""छिटाे,छरिताे पारदर्शि हिमा गाउँपालिकाकाे अभियान सुशासन,सवृद्री र विकासमा समान""""समृद् नेपाल सुखी नेपाली""","168","2281","","0","0","","0","श्री रज बहादुर शाही","19","श्री हिमाली राेकाया","19","Search form","11","Search form","11","","","","https://himamun.gov.np/","","","","","","150557","1823","10.646","0","","19","1","0.130","178","115","23","23","","","","","9a84ae947594b6b2023d7220968e4d34","2.224","","","","","HTTP/1.1","https://himamun.gov.np/",""
"https://himamun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qcj3zv","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","262","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.346","","","","","HTTP/1.1","https://himamun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qcj3zv",""
"https://bungdikalimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","बौदीकाली गाउँपालिका गाउँ कार्यपालिकाको कार्यालय | गण्डकी प्रदेश, नवलपरासी (बर्दघाट सुस्ता पूर्व), नेपाल ""खानेपानी, कृषि, पर्यटन र पूर्वाधार : बौदीकाली विकासको दिगो आधार""","169","2251","","0","0","","0","दुर्गा बहादुर राना","18","मायादेवी श्रेष्ठ","16","Search form","11","Search form","11","","","","https://bungdikalimun.gov.np/","","","","","","134645","1046","6.166","0","","9","1","0.130","187","104","13","13","","","","","97dffd79bfadb0865add52a965c7ee02","2.669","","","","","HTTP/1.1","https://bungdikalimun.gov.np/",""
"https://bungdikalimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qr4qs9","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","260","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.336","","","","","HTTP/1.1","https://bungdikalimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qr4qs9",""
"https://rajbirajmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","राजविराज नगरपालिका, नगर कार्यपालिकाकाे कार्यालय, <br> <h4> राजविराज, सप्तरी, प्रदेश नं. २, नेपाल </h4>","102","1146","","0","0","","0","राजविराज नगरपालिका, नगर कार्यपालिकाकाे कार्यालय, राजविराज, सप्तरी, प्रदेश नं. २, नेपाल","86","राजजिराज नगरपालिका, नगर कार्यपालिकाको कार्यालय द्वारा प्रदान गरिने सेवाहरु सम्बन्धी नागरिक वडापत्र","98","समाचार","6","जन प्रतिनिधिहरु","15","","","","","","","","","","121725","1778","9.432","0","","4","1","0.130","188","134","42","36","","","","","b24ef088ee1800b68b9ef4071094d957","1.615","Sun, 18 Apr 2021 10:33:53 GMT","","","","HTTP/1.1","https://rajbirajmun.gov.np/",""
"https://bogatanmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","बोगटान फुड्सिल गाउँपालिका | गाउँकार्यपालिकाको कार्यालय चवराचौतारा,डोटी (सुदुरपश्चिम प्रदेश)","91","1259","","0","0","","0","श्री कमल बहादुर गड्सिला","23","श्री भगवती देवी बम","18","Search form","11","Search form","11","","","","https://bogatanmun.gov.np/","","","","","","116217","1448","9.593","0","","21","1","0.130","118","75","32","32","","","","","445bf1957428240bbab740ebaf180b2d","2.179","","","","","HTTP/1.1","https://bogatanmun.gov.np/",""
"https://bogatanmun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qm7vkf","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","262","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.343","","","","","HTTP/1.1","https://bogatanmun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qm7vkf",""
"https://simraungadhmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","सिम्रौनगढ नगरपालिका | सिम्रौनगढ, बारा","37","501","","0","0","","0","","0","","0","संक्षिप्त परिचय","15","Search form","11","","","","","","","","","","88310","518","5.005","0","","9","1","0.130","117","82","7","7","","","","","3ac0fab8751c0d0e786c794bfe73030a","1.661","Sun, 18 Apr 2021 05:29:53 GMT","","","","HTTP/1.1","https://simraungadhmun.gov.np/",""
"https://bagchaurmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","बागचौर नगरपालिका | समृद्द नगर निर्माणको लागि नगरबासीको सहभागिता ! आर्थिक तथा पुर्वाधार विकास र सुशासन हाम्रो प्रतिबद्दता !!","123","1647","","0","0","","0","","0","","0","Search form","11","Search form","11","","","","","","","","","","169712","1570","6.588","0","","13","1","0.130","171","95","56","52","","","","","2d09528727a0e110eb84a4dc06f871c4","1.673","Sun, 18 Apr 2021 20:53:35 GMT","","","","HTTP/1.1","https://bagchaurmun.gov.np/",""
"https://malaranimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","मालारानी गाउँपालिका गाउँ कार्यपालिकाको कार्यालय खनदह, अर्घाखाँची, लुम्बिनी प्रदेश, नेपाल । | "" कृषि, पशुपालन र पर्यटन विकासमा पूर्वाधार,प्रविधि हस्तान्तरण र सहकारी, समृद्ध मालारानीको मूल आधार ""","193","2582","","0","0","","0","बालकृष्ण आचार्य","15","प्रमिला क्षेत्री","16","Search form","11","Search form","11","","","","https://malaranimun.gov.np/","","","","","","136265","1528","8.384","0","","15","1","0.130","175","105","18","18","","","","","612a927b5512b4fe3985c1dac260507d","2.228","","","","","HTTP/1.1","https://malaranimun.gov.np/",""
"https://malaranimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qr0ufy","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","260","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.348","","","","","HTTP/1.1","https://malaranimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qr0ufy",""
"https://suryabinayakmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","सूर्यविनायक नगरपालिका | नगर कार्यपालिकाको कार्यालय, कटुञ्जे, भक्तपुर<br> बागमती प्रदेश, नेपाल","93","1209","","0","0","","0","","0","","0","Search form","11","Search form","11","","","","","","","","","","143796","1699","8.522","0","","13","1","0.130","167","121","17","17","","","","","cda995f7c7ecc77c65e611a28428a0ba","1.649","Sun, 18 Apr 2021 20:25:21 GMT","","","","HTTP/1.1","https://suryabinayakmun.gov.np/",""
"https://tamankholamun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","तमानखोला गाउँपालिका | गण्डकी प्रदेश, नेपाल सरकार","48","648","","0","0","","0","जोकलाल बुढा मगर","15","मानसरी सेरचन","12","तमानखोला गाउँपालिकाको संक्षिप्त परिचय","37","Pages","5","","","","https://tamankholamun.gov.np/","","","","","","85892","640","5.743","0","","9","1","0.130","132","92","18","18","","","","","77db0a16ce0a9ae3f44aad54a60d6ffd","2.077","","","","","HTTP/1.1","https://tamankholamun.gov.np/",""
"https://tamankholamun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qjitq2","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","260","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.336","","","","","HTTP/1.1","https://tamankholamun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qjitq2",""
"https://barengmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","बरेङ गाउँपालिका, बरेङ गाउँकार्यपालिकाको कार्यालय | गण्डकी प्रदेश, हुग्दिशिर, बागलुङ, नेपाल","90","1215","","0","0","","0","कृष्ण प्रसाद शर्मा","18","दिल कुमारी पुन","14","Search form","11","Search form","11","","","","https://barengmun.gov.np/","","","","","","119855","1370","8.662","0","","16","1","0.130","173","114","20","20","","","","","9301208646686ec9ac769be58f184c2f","2.266","","","","","HTTP/1.1","https://barengmun.gov.np/",""
"https://barengmun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qcj440","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.346","","","","","HTTP/1.1","https://barengmun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qcj440",""
"https://sukhipurmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","सुखीपुर नगरपालिका | नगर कार्यपालिकाको कार्यालय, सुखीपुर,सिरहा<br><br>सुखीपुर नगरपालिकामा हार्दिक स्वागत छ।","106","1359","","0","0","","0","सुखीपुर नगरपालिका","17","","0","Search form","11","सूचना तथा समाचार","16","","","","","","","","","","60380","425","5.174","0","","4","1","0.130","93","65","5","5","","","","","c13ac967bb75c1c1723fc0636d0a1c15","1.634","Sun, 18 Apr 2021 16:27:08 GMT","","","","HTTP/1.1","https://sukhipurmun.gov.np/",""
"https://laxmipurpatarimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","लक्ष्मीपुर पतारी गाउँपालिका | प्रदेश नं. - २, "" नेपाल ""","55","684","","0","0","","0","लक्ष्मीपुर पतारी गाउँपालिका","27","राम बल्लभ साह","13","Search form","11","ताजा समाचार !!","14","","","","https://laxmipurpatarimun.gov.np/","","","","","","66293","511","5.299","0","","8","1","0.130","90","62","11","11","","","","","86095098554c5aabd5e23def999b1cd","1.972","","","","","HTTP/1.1","https://laxmipurpatarimun.gov.np/",""
"https://mathagadhimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","माथागढी गाउँपालिका गाउँ कार्यपालिकाको कार्यालय | ""हाम्रो माथागढ़ी ,हाम्रो शान:समृद् माथागढ़ी हाम्रो पहिचान "" लुम्बिनी प्रदेश","122","1652","","0","0","","0","श्री सन्तोष कुमार थापा","22","श्री निर्मला भट्टराई","20","Search form","11","Search form","11","","","","https://mathagadhimun.gov.np/","","","","","","141595","1719","9.001","0","","19","1","0.130","181","105","26","26","","","","","fe2e8b5ce509dce925ec8cb8f0586a25","2.253","","","","","HTTP/1.1","https://mathagadhimun.gov.np/",""
"https://mathagadhimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qj0178","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.337","","","","","HTTP/1.1","https://mathagadhimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qj0178",""
"https://mathagadhimun.gov.np/sites/mathagadhimun.gov.np/files/styles/slickstyle/public?itok=ue1jd8-y","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","395","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.317","","https://mathagadhimun.gov.np/sites/mathagadhimun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y","HTTP Redirect","","HTTP/1.1","https://mathagadhimun.gov.np/sites/mathagadhimun.gov.np/files/styles/slickstyle/public?itok=ue1jd8-y",""
"https://mathagadhimun.gov.np/sites/mathagadhimun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","11406","0","0.000","1","","1","1","0.130","0","0","0","0","","","","","","0.702","","","","","HTTP/1.1","https://mathagadhimun.gov.np/sites/mathagadhimun.gov.np/files/styles/slickstyle/public/?itok=ue1jd8-y",""
"https://shuklagandakimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","शुक्लागण्डकी नगरपालिका, नगर कार्यपालिकाको कार्यालय | गण्डकी प्रदेश, तनहुँ, नेपाल","80","1083","","0","0","","0","","0","","0","Search form","11","Search form","11","","","","","","","","","","229280","2467","7.899","0","","6","1","0.130","353","269","17","17","","","","","f19f01db3886d2ff332d893b06e46b4e","1.687","Thu, 15 Apr 2021 10:50:15 GMT","","","","HTTP/1.1","https://shuklagandakimun.gov.np/",""
"https://triyugamun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","त्रियुगा नगरपालिका | नगर कार्यपालिकाको कार्यालय","47","651","","0","0","","0","त्रियुगा नगरपालिका","18","","0","Search form","11","समाचार","6","","","","","","","","","","105620","1098","6.520","0","","4","1","0.130","192","146","11","11","","","","","5dfec6edb0293c12244258f3ff0b9047","2.448","","","","","HTTP/1.1","https://triyugamun.gov.np/",""
"https://khandachakramun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","खाँडाचक्र नगरपालिका | कालिकाेट, क‍र्णाली प्रदेश ,नेपाल सरकार ""सूचना प्रविधि मैत्री नगरपालिका, हाम्राे खाँडाचक्र नगरपालिका""","122","1637","","0","0","","0","जसी प्रसाद पाण्डे","17","बिजया बिष्ट","11","Search form","11","Search form","11","","","","https://khandachakramun.gov.np/","","","","","","102866","1107","8.971","0","","12","1","0.130","148","92","33","33","","","","","91ddba5a3a7f43b1c11bac05d7850f78","2.124","","","","","HTTP/1.1","https://khandachakramun.gov.np/",""
"https://khandachakramun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qnqqy2","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.335","","","","","HTTP/1.1","https://khandachakramun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qnqqy2",""
"https://sunkoshimunsindhupalchowk.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","सुनकोशी गाउँपालिका | "" सुन्दर सुनकाेशी, सम्वृद्ध सुनकाेशी र सुखी सुनकाेशी ""","75","992","","0","0","","0","श्रवण कुमार जि‍‍.सी","19","लक्ष्मी पाैडेल","14","Search form","11","Search form","11","","","","https://sunkoshimunsindhupalchowk.gov.np/","","","","","","129329","1222","7.445","0","","14","1","0.130","160","96","55","46","","","","","ff77e616f66d5e569452f5cc69219786","2.315","","","","","HTTP/1.1","https://sunkoshimunsindhupalchowk.gov.np/",""
"https://sunkoshimunsindhupalchowk.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qr6lcx","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","262","0","0.000","1","","0","0","0.000","0","0","0","0","","","","","","0.348","","","","","HTTP/1.1","https://sunkoshimunsindhupalchowk.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qr6lcx",""
"https://bedkotmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","बेदकोट नगरपालिका, नगर कार्यपालिकाको कार्यालय | सिसैया, कंचनपुर, सुदुरपश्चिम प्रदेश <br>समृद्ध वेदकोट नगरको आधार,कृषि उद्योग पर्यटन र पूर्वाधार","142","1872","","0","0","","0","","0","","0","Search form","11","Search form","11","","","","","","","","","","111868","1298","8.455","0","","13","1","0.130","132","84","7","7","","","","","63dac5b3636af78828ffb72734702773","1.589","Sun, 18 Apr 2021 16:04:14 GMT","","","","HTTP/1.1","https://bedkotmun.gov.np/",""
"https://dewahigonahimun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","देवाही गोनाही नगरपालिका | Province No. 2, Government of Nepal","61","671","","0","0","","0","देवाही गोनाही नगरपालिका","23","धर्मेन्द्र प्रसाद पटेल","22","Search form","11","सूचना","5","","","","https://dewahigonahimun.gov.np/","","","","","","62792","441","4.494","0","","10","1","0.130","82","59","1","1","","","","","e6c2ad8787acaf8cfffbcc16c12507b1","2.006","","","","","HTTP/1.1","https://dewahigonahimun.gov.np/",""
"https://durgabhagawatimun.gov.np/","text/html; charset=utf-8","503","Service unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2137","0","0.000","0","","0","0","0.000","1","1","0","0","","","","","","1.670","","","","","HTTP/1.1","https://durgabhagawatimun.gov.np/",""
"https://durgabhagawatimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qq2829","text/html; charset=utf-8","503","Service unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2136","0","0.000","1","","1","1","0.130","0","0","0","0","","","","","","3.103","","","","","HTTP/1.1","https://durgabhagawatimun.gov.np/sites/all/themes/newmun/js/pages/home-CM.js?qq2829",""
"https://bharatpurmun.gov.np/","text/html; charset=utf-8","200","OK","Indexable","","भरतपुर महानगरपालिका | नगर कार्यपालिकाको कार्यालय , भरतपुर","57","774","","0","0","","0","भरतपुर महानगरपालिका","19","","0","Search form","11","प्रमुख समाचार","13","","","","","","","","","","154630","1526","6.182","0","","4","1","0.130","219","167","36","36","","","","","8d62a8861a79bcb65945d4039d708096","1.637","Sun, 18 Apr 2021 08:42:20 GMT","","","","HTTP/1.1","https://bharatpurmun.gov.np/",""
